city,locality,bhk,area,bathrooms,floor,total_floors,property_age,parking,lift,balcony,security,gym,swimming_pool,garden,power_backup,furnishing,price
Pune,Viman Nagar,5,5350,4,13,25,21,True,True,True,True,True,True,False,False,Unfurnished,46435264.481254324
Hyderabad,Madhapur,2,702,2,1,4,0,True,True,False,False,True,True,False,False,Fully Furnished,7481954.048947539
Pune,Kothrud,2,1490,2,6,10,10,False,True,False,True,False,True,False,True,Unfurnished,12209665.829765456
Mumbai,Powai,2,908,2,10,25,0,True,True,True,True,True,True,True,True,Semi-Furnished,22120482.08954825
Pune,Hinjewadi,2,491,2,7,10,0,True,True,True,False,True,False,False,True,Semi-Furnished,4072162.3779726448
Bangalore,HSR Layout,2,719,2,14,15,17,True,True,True,True,False,True,True,True,Semi-Furnished,6857578.093351924
Pune,Kothrud,2,686,1,1,10,9,True,False,True,True,False,False,True,False,Unfurnished,4986835.181623597
Mumbai,Borivali,3,1824,2,32,40,9,True,True,True,True,True,False,True,True,Semi-Furnished,32981750.689782713
Pune,Kothrud,3,1394,2,3,4,17,True,False,False,True,True,True,False,True,Semi-Furnished,12623484.757826135
Hyderabad,Madhapur,2,892,1,9,15,26,True,True,True,True,True,False,True,True,Semi-Furnished,6753401.81011428
Hyderabad,Gachibowli,2,916,1,5,10,5,True,True,True,True,True,False,False,True,Fully Furnished,8312748.274882801
Hyderabad,Gachibowli,2,1446,1,15,15,6,True,True,True,True,True,False,False,True,Unfurnished,11816598.503972735
Pune,Hinjewadi,2,1031,1,9,25,11,True,True,True,True,False,False,False,True,Semi-Furnished,6788926.495118098
Delhi,Saket,4,2637,5,10,25,11,True,True,True,False,True,False,False,True,Semi-Furnished,41722423.29187877
Bangalore,Koramangala,3,1229,2,10,15,0,True,True,True,True,True,True,True,True,Semi-Furnished,18983581.786536288
Bangalore,Whitefield,2,1165,1,10,15,0,True,True,False,True,True,False,True,False,Semi-Furnished,11850125.277530538
Pune,Kothrud,2,903,2,3,10,13,True,True,False,False,True,True,False,True,Semi-Furnished,8447581.384681655
Delhi,Rohini,1,610,1,2,4,15,True,True,False,True,True,False,False,True,Semi-Furnished,5871114.657847454
Mumbai,Bandra,3,1350,2,7,10,7,False,False,True,True,False,False,True,False,Semi-Furnished,37158395.160319164
Bangalore,HSR Layout,3,1335,3,4,4,10,True,False,True,True,False,False,False,True,Fully Furnished,13982501.021505902
Pune,Hinjewadi,4,2663,4,9,15,20,True,True,False,True,False,True,False,True,Semi-Furnished,18268452.190225255
Bangalore,HSR Layout,2,1271,1,5,10,13,False,True,True,True,False,False,True,True,Semi-Furnished,12891095.207740715
Mumbai,Powai,2,1039,1,9,10,15,False,True,True,True,False,False,False,False,Semi-Furnished,19963263.810844816
Delhi,Saket,2,1355,2,2,4,5,True,False,True,True,False,False,False,True,Unfurnished,19834274.033697788
Bangalore,Indiranagar,2,1081,1,9,15,0,True,True,False,True,False,False,False,True,Fully Furnished,15808955.409757078
Mumbai,Borivali,3,1673,3,8,10,10,True,True,True,True,True,False,True,True,Semi-Furnished,24403967.661117066
Mumbai,Powai,3,1790,2,11,15,23,False,True,True,False,True,False,True,True,Fully Furnished,33275359.238556813
Mumbai,Andheri,3,1673,2,4,15,8,True,True,True,True,True,False,True,False,Unfurnished,28992717.373958033
Bangalore,Indiranagar,2,935,2,2,4,0,True,False,True,True,False,False,False,False,Unfurnished,11384528.665822925
Hyderabad,Banjara Hills,2,1078,1,14,15,1,True,True,True,True,True,True,True,True,Fully Furnished,15192972.846278101
Pune,Viman Nagar,4,1800,4,2,10,12,False,True,True,True,True,False,False,True,Semi-Furnished,14933291.758883595
Mumbai,Bandra,1,536,1,4,10,6,False,True,False,True,True,False,False,False,Semi-Furnished,13392656.779441955
Hyderabad,Banjara Hills,2,1047,2,2,4,12,True,True,True,True,False,False,True,True,Semi-Furnished,11641705.661470065
Mumbai,Powai,2,995,1,1,4,18,True,False,True,True,False,True,False,False,Semi-Furnished,18289888.289713174
Delhi,Vasant Kunj,3,1888,2,23,25,6,True,True,True,True,False,False,False,True,Unfurnished,30287444.77583436
Pune,Hinjewadi,1,590,1,1,4,2,True,True,False,True,False,False,False,True,Unfurnished,4497837.666697058
Mumbai,Powai,3,1675,2,36,40,15,True,True,True,True,True,True,False,True,Semi-Furnished,40054311.67504904
Bangalore,Whitefield,3,1732,3,3,4,1,True,False,True,True,True,True,False,True,Unfurnished,15954330.45596631
Delhi,Saket,2,971,1,8,15,25,True,True,True,True,False,False,True,False,Fully Furnished,11136656.539704692
Hyderabad,Madhapur,3,1840,3,2,15,3,True,True,True,True,False,True,False,True,Semi-Furnished,18231253.579274096
Pune,Kothrud,2,1130,2,4,4,7,True,False,True,False,False,False,False,False,Fully Furnished,10182653.149487833
Bangalore,Whitefield,2,1131,1,1,10,6,True,True,True,True,True,False,False,True,Unfurnished,10907637.332008563
Delhi,Saket,3,1483,2,3,4,11,True,True,True,True,True,True,False,True,Semi-Furnished,20317474.423625384
Pune,Kothrud,2,729,1,1,10,13,True,True,True,True,False,False,True,True,Semi-Furnished,5529530.315061899
Hyderabad,Banjara Hills,2,1001,2,5,10,8,False,True,True,True,True,False,True,True,Semi-Furnished,12157884.67916738
Bangalore,Whitefield,1,657,1,12,40,12,False,True,True,True,True,True,True,True,Unfurnished,6215861.407628982
Bangalore,Indiranagar,2,902,1,6,10,35,True,True,True,True,False,False,False,True,Semi-Furnished,7974121.89769074
Mumbai,Powai,5,4952,5,5,10,8,False,True,True,True,False,False,True,True,Semi-Furnished,104400959.68690532
Delhi,Dwarka,2,1008,1,2,15,13,False,True,False,True,True,False,True,True,Unfurnished,9576187.376988448
Hyderabad,Gachibowli,1,595,1,6,15,18,False,True,False,True,True,False,False,True,Fully Furnished,4321853.552078633
Bangalore,Koramangala,3,1700,3,6,15,12,False,True,True,True,True,False,False,True,Unfurnished,18675248.02375825
Pune,Hinjewadi,2,950,1,17,25,9,True,True,False,False,False,False,True,True,Unfurnished,6467487.159137851
Hyderabad,Madhapur,2,1038,2,2,10,5,False,True,False,True,False,True,True,True,Fully Furnished,9428776.674093403
Mumbai,Bandra,4,2057,3,4,10,0,True,True,False,True,True,True,True,False,Semi-Furnished,65549517.80508997
Delhi,Saket,2,705,2,9,25,13,False,False,False,False,True,False,True,True,Semi-Furnished,10189303.207420064
Hyderabad,Kukatpally,3,1616,2,8,10,18,False,True,True,True,False,False,False,True,Semi-Furnished,10280118.655690491
Delhi,Saket,2,1029,2,2,4,22,True,False,True,True,True,True,False,True,Semi-Furnished,14108279.280169688
Hyderabad,Gachibowli,3,1414,2,18,40,4,False,True,False,True,True,False,False,True,Semi-Furnished,11185464.200238265
Delhi,Saket,2,1243,1,8,15,0,True,True,True,True,True,True,False,True,Fully Furnished,24350151.671599206
Mumbai,Bandra,4,2647,4,28,40,17,True,True,True,True,False,True,True,False,Fully Furnished,74345129.61857846
Mumbai,Borivali,3,1608,2,22,25,4,True,True,True,True,False,True,False,True,Fully Furnished,30699315.183987565
Pune,Viman Nagar,2,1428,2,13,25,10,True,True,False,True,False,True,False,True,Fully Furnished,13847242.39480009
Bangalore,Whitefield,3,1400,3,4,4,26,True,True,True,True,False,True,True,True,Fully Furnished,11497249.58120742
Pune,Baner,2,1196,1,4,40,11,True,True,True,False,False,False,True,True,Semi-Furnished,8685818.88127689
Bangalore,HSR Layout,2,1241,2,2,10,11,False,True,True,True,False,False,True,True,Unfurnished,11085415.824317416
Bangalore,Whitefield,2,869,1,9,40,5,False,True,False,True,False,True,True,True,Unfurnished,7153707.722908312
Mumbai,Borivali,2,1305,2,15,15,18,True,True,True,True,True,False,False,False,Semi-Furnished,18051230.04832802
Mumbai,Andheri,2,741,1,1,15,0,True,True,True,True,True,False,False,True,Unfurnished,14842116.700246261
Bangalore,Koramangala,2,890,2,10,10,18,True,True,True,True,True,True,False,True,Semi-Furnished,10192991.266643826
Pune,Kothrud,1,623,1,1,25,26,False,True,True,True,True,True,False,True,Fully Furnished,4424185.391045261
Mumbai,Powai,3,1846,3,4,4,20,True,False,True,True,True,True,True,True,Semi-Furnished,40349786.12730987
Hyderabad,Kukatpally,1,551,1,1,25,11,True,True,True,True,True,False,True,True,Fully Furnished,3937012.8971058126
Hyderabad,Kukatpally,2,836,2,5,15,7,True,True,True,True,True,False,False,True,Semi-Furnished,5287932.61134698
Bangalore,HSR Layout,2,699,2,5,10,12,True,True,True,True,False,False,False,True,Semi-Furnished,7718328.37360199
Pune,Hinjewadi,3,1697,3,38,40,1,True,True,True,True,False,False,True,True,Fully Furnished,13595688.401170556
Delhi,Saket,2,1094,2,1,10,23,True,True,False,True,False,False,True,False,Fully Furnished,12704023.548224501
Bangalore,Whitefield,3,1670,2,3,4,12,True,False,True,True,True,True,False,False,Semi-Furnished,16660610.227468655
Delhi,Dwarka,3,1730,3,4,10,8,True,True,True,True,False,False,True,True,Fully Furnished,22684469.36197384
Bangalore,Indiranagar,4,2772,4,2,4,2,True,False,True,True,False,True,False,True,Semi-Furnished,42411651.6632583
Hyderabad,Kukatpally,3,1635,2,22,25,5,True,True,False,True,True,False,False,True,Unfurnished,11559728.911037369
Mumbai,Borivali,2,1119,1,1,15,12,True,True,False,True,True,False,True,True,Semi-Furnished,17968617.511084255
Delhi,Vasant Kunj,2,805,1,32,40,0,False,True,True,False,True,False,False,True,Semi-Furnished,15320524.947089951
Pune,Kothrud,1,635,1,2,15,18,False,True,True,True,True,False,True,True,Unfurnished,4481158.916966086
Bangalore,Koramangala,2,764,1,1,10,21,True,True,True,True,True,False,False,True,Semi-Furnished,8029909.276341287
Mumbai,Powai,1,520,1,18,25,0,True,False,True,True,True,False,False,True,Unfurnished,11371807.621099645
Mumbai,Powai,3,1651,3,8,15,0,True,True,True,False,False,False,True,False,Fully Furnished,44549762.324349076
Pune,Baner,2,993,2,1,15,7,False,True,True,True,False,False,False,True,Semi-Furnished,7972660.050098193
Delhi,Vasant Kunj,2,1069,1,9,10,19,True,True,True,True,True,False,True,True,Unfurnished,15185019.759684842
Bangalore,Indiranagar,3,1839,3,8,15,15,True,True,True,True,False,True,False,True,Semi-Furnished,23935124.909713928
Hyderabad,Madhapur,3,1713,2,4,15,9,True,True,True,True,True,False,False,True,Semi-Furnished,15968043.287092963
Bangalore,Whitefield,3,1592,2,9,15,9,False,True,True,True,True,True,True,True,Unfurnished,12918303.698632453
Pune,Kothrud,2,1059,2,7,10,13,True,True,True,True,False,False,False,True,Semi-Furnished,8469866.818972163
Bangalore,Koramangala,4,3989,3,7,10,0,True,True,False,True,False,True,False,True,Fully Furnished,56095330.96186726
Pune,Kothrud,2,1049,1,12,15,5,True,True,True,True,True,False,False,True,Unfurnished,9883341.308299033
Pune,Viman Nagar,2,1028,2,2,4,4,True,False,True,True,True,False,False,True,Fully Furnished,11614781.303602366
Mumbai,Powai,3,1864,3,8,10,12,True,True,True,True,True,True,False,True,Unfurnished,37340484.86925077
Delhi,Saket,2,968,1,14,25,14,False,True,True,False,True,False,True,True,Semi-Furnished,12204330.93606791
Pune,Baner,2,895,2,8,10,12,True,True,True,True,False,True,False,False,Unfurnished,6939312.540215455
Bangalore,Indiranagar,2,1139,1,6,10,8,False,True,True,True,False,False,False,True,Semi-Furnished,15482781.042365987
Mumbai,Borivali,2,914,1,8,15,6,True,True,True,False,False,False,True,True,Unfurnished,13165788.330211941
Mumbai,Bandra,2,1496,2,3,10,2,True,True,True,True,False,True,False,True,Unfurnished,40488951.92717344
Delhi,Vasant Kunj,3,1922,3,11,25,1,False,True,True,True,True,False,False,True,Semi-Furnished,30007987.956075456
Pune,Kothrud,2,931,2,3,4,18,True,False,True,True,True,True,True,False,Semi-Furnished,6852076.697086453
Hyderabad,Kukatpally,1,633,1,8,15,9,False,True,True,True,False,True,True,True,Semi-Furnished,4526619.318566104
Delhi,Dwarka,3,2133,3,1,10,16,True,True,True,True,False,False,False,True,Semi-Furnished,23524355.39479275
Delhi,Rohini,1,695,1,33,40,0,False,True,True,True,True,False,True,True,Semi-Furnished,7435626.459903133
Hyderabad,Kukatpally,2,1166,1,6,10,0,True,True,True,True,True,True,False,False,Unfurnished,8213698.925233737
Hyderabad,Gachibowli,3,1490,2,7,25,7,True,True,True,True,False,False,False,True,Semi-Furnished,12883798.422882318
Delhi,Rohini,2,1206,1,1,15,0,True,True,True,True,True,True,False,True,Unfurnished,11443280.572442707
Delhi,Saket,5,4259,4,14,15,0,False,True,True,True,True,False,True,True,Semi-Furnished,67080177.16166329
Delhi,Vasant Kunj,3,1747,2,1,15,11,True,True,True,False,True,False,True,False,Semi-Furnished,23867828.31942725
Bangalore,Whitefield,2,908,2,3,4,10,True,False,True,True,True,False,True,True,Semi-Furnished,8270425.783809312
Delhi,Saket,3,1672,3,27,40,0,True,True,True,False,True,True,True,False,Fully Furnished,28088488.184680294
Delhi,Rohini,2,1037,2,15,40,12,False,True,False,True,True,False,False,True,Semi-Furnished,8622837.221470287
Mumbai,Borivali,3,1209,3,3,4,9,False,False,True,True,True,False,False,True,Semi-Furnished,18804375.965824183
Pune,Viman Nagar,4,1870,4,2,15,5,True,True,True,True,True,True,True,True,Unfurnished,18907378.91320126
Pune,Kothrud,2,1027,2,6,10,15,False,False,False,True,True,True,True,False,Semi-Furnished,8968646.767292181
Mumbai,Powai,1,466,1,15,15,20,False,True,True,True,True,False,True,True,Semi-Furnished,8538146.274685446
Mumbai,Powai,2,991,2,2,10,3,True,True,True,True,True,False,False,True,Semi-Furnished,25243577.190221924
Bangalore,Whitefield,1,435,1,9,25,6,False,False,False,True,True,True,True,True,Fully Furnished,4003058.292318265
Bangalore,Whitefield,2,973,1,15,15,9,True,True,False,False,True,True,True,True,Fully Furnished,9493315.69549542
Pune,Hinjewadi,1,523,1,9,15,0,True,True,True,True,True,True,True,True,Semi-Furnished,4726532.207164022
Delhi,Dwarka,2,1097,2,9,10,18,True,True,True,True,True,False,False,True,Fully Furnished,13303114.049304226
Delhi,Rohini,3,1744,3,20,25,5,True,True,True,True,True,False,True,True,Semi-Furnished,17016422.5658088
Bangalore,Whitefield,3,1689,2,11,25,14,True,True,False,True,True,True,False,True,Fully Furnished,16450644.870682338
Delhi,Saket,2,1006,2,3,4,11,False,False,True,True,True,False,False,True,Semi-Furnished,14278568.445233822
Hyderabad,Banjara Hills,2,881,2,4,4,3,False,False,True,True,True,False,False,True,Fully Furnished,10216947.844043365
Mumbai,Powai,3,1515,2,20,40,6,True,True,True,True,True,True,True,False,Fully Furnished,35948694.748395875
Hyderabad,Madhapur,2,806,1,3,4,15,True,False,True,True,False,True,False,False,Unfurnished,6170345.338004155
Bangalore,HSR Layout,2,1485,1,3,40,14,True,True,True,True,False,True,False,True,Unfurnished,14390257.901401665
Hyderabad,Kukatpally,4,3469,4,10,15,8,True,True,True,True,True,False,True,True,Fully Furnished,23547425.378717292
Pune,Viman Nagar,2,1176,2,8,10,5,True,True,True,False,True,True,True,True,Semi-Furnished,11637047.340260955
Hyderabad,Gachibowli,1,395,1,19,40,12,False,True,True,False,True,False,False,True,Unfurnished,2835032.9303317554
Hyderabad,Madhapur,3,1636,3,1,10,3,True,True,True,False,True,True,True,True,Semi-Furnished,15028010.873172805
Mumbai,Bandra,2,707,2,3,4,13,True,True,False,True,False,True,False,True,Semi-Furnished,20915338.59169729
Hyderabad,Kukatpally,2,1181,1,2,10,8,True,True,True,False,True,True,False,True,Semi-Furnished,8901461.965452334
Bangalore,Whitefield,2,1142,2,15,25,11,False,True,True,True,False,False,True,True,Semi-Furnished,9477350.423039634
Pune,Viman Nagar,2,1221,1,4,4,5,False,False,True,True,True,False,True,True,Semi-Furnished,12513261.11192707
Mumbai,Borivali,2,1268,1,2,15,2,True,True,True,True,False,False,True,True,Semi-Furnished,20931414.22585453
Mumbai,Borivali,3,1938,1,10,10,0,False,True,True,True,True,True,False,True,Semi-Furnished,31606965.36611988
Bangalore,HSR Layout,2,1105,1,22,25,21,True,True,True,True,False,False,False,True,Unfurnished,10153459.006390942
Mumbai,Andheri,2,1141,2,9,10,9,True,True,True,True,False,True,True,True,Unfurnished,22548852.82341775
Pune,Kothrud,1,502,1,2,4,12,True,False,True,True,False,False,True,True,Fully Furnished,4849881.694911075
Mumbai,Borivali,2,625,3,14,15,19,False,True,False,True,True,True,True,True,Semi-Furnished,8418387.429842975
Pune,Viman Nagar,4,1857,3,7,40,0,True,True,True,True,True,False,False,True,Unfurnished,19045126.73051829
Hyderabad,Banjara Hills,1,450,1,8,15,7,True,True,True,True,True,False,True,False,Fully Furnished,5128789.341415778
Delhi,Dwarka,3,1458,3,3,10,13,False,True,True,True,True,True,False,True,Fully Furnished,15950858.373424338
Mumbai,Andheri,2,1090,2,7,25,8,True,True,True,True,False,True,False,True,Fully Furnished,24562776.99500222
Mumbai,Bandra,1,442,1,5,10,0,True,True,True,True,True,False,False,True,Semi-Furnished,13460035.38685603
Hyderabad,Gachibowli,3,1692,3,4,10,8,True,True,True,True,False,False,False,True,Fully Furnished,14147000.116125371
Hyderabad,Banjara Hills,2,486,1,22,25,9,True,True,True,True,True,False,False,False,Fully Furnished,6147481.304728728
Hyderabad,Gachibowli,2,1003,2,7,10,15,False,True,True,True,False,True,False,True,Unfurnished,7857398.5952934595
Hyderabad,Madhapur,2,954,3,8,10,20,False,True,True,True,False,False,True,False,Unfurnished,6603321.520547091
Pune,Kothrud,4,2171,4,1,10,3,True,True,False,True,True,True,True,True,Semi-Furnished,20103968.48424236
Pune,Kothrud,1,535,1,9,10,10,True,True,False,True,True,False,True,True,Semi-Furnished,5139358.320457927
Mumbai,Borivali,2,857,2,5,15,0,True,True,True,True,True,False,True,True,Semi-Furnished,14827577.926964493
Hyderabad,Madhapur,1,693,1,34,40,6,True,True,True,False,True,False,False,True,Fully Furnished,6770481.25789988
Delhi,Rohini,4,2432,3,14,15,20,False,True,True,False,True,True,False,True,Fully Furnished,20025456.799202718
Pune,Kothrud,4,3484,3,1,10,19,True,True,True,False,False,False,True,True,Fully Furnished,25798805.001669567
Hyderabad,Kukatpally,3,1290,2,22,25,26,True,True,True,True,True,False,False,True,Semi-Furnished,7820676.024186253
Delhi,Rohini,1,530,1,20,25,0,False,True,False,True,True,False,True,True,Semi-Furnished,5247752.393705751
Mumbai,Powai,3,1359,3,14,25,7,True,True,True,True,True,True,True,True,Semi-Furnished,31928644.28699604
Hyderabad,Kukatpally,2,511,1,5,15,20,True,True,True,True,True,False,False,True,Semi-Furnished,2960177.1748283105
Mumbai,Borivali,2,1104,2,4,4,24,True,False,True,True,True,False,False,True,Unfurnished,12723544.386176424
Hyderabad,Gachibowli,2,829,1,17,25,10,False,True,True,True,False,True,True,True,Semi-Furnished,6050423.528479654
Delhi,Rohini,3,1137,3,3,4,13,False,False,True,True,True,False,False,True,Unfurnished,8725704.35550631
Hyderabad,Gachibowli,3,1685,3,2,4,24,False,True,True,True,False,True,True,True,Fully Furnished,10915769.181811037
Bangalore,Koramangala,2,1232,2,28,40,16,True,True,True,True,False,True,False,True,Semi-Furnished,15276373.133722363
Pune,Hinjewadi,2,1005,2,14,25,12,False,True,True,False,True,False,False,True,Semi-Furnished,6462706.727197636
Bangalore,Whitefield,1,366,1,2,10,23,True,True,True,True,True,True,False,True,Semi-Furnished,2944318.5113404393
Hyderabad,Banjara Hills,2,1164,1,4,4,2,True,True,False,True,False,True,False,False,Fully Furnished,14087067.087586232
Pune,Baner,4,3020,4,8,10,29,True,False,True,True,True,False,False,True,Fully Furnished,22194084.355860267
Pune,Hinjewadi,3,1957,2,9,25,12,False,True,False,True,False,True,True,True,Semi-Furnished,13448639.47816265
Delhi,Rohini,2,1261,2,4,40,8,True,True,True,True,True,False,True,True,Fully Furnished,13999584.80929237
Hyderabad,Banjara Hills,2,1054,2,7,25,17,True,True,False,True,False,True,False,True,Unfurnished,11391691.714491023
Mumbai,Andheri,4,1768,4,19,25,8,True,True,True,True,True,False,True,True,Semi-Furnished,36315832.769013114
Delhi,Saket,2,1222,1,1,15,18,True,True,True,True,True,True,True,False,Fully Furnished,16534876.848228559
Pune,Kothrud,2,1222,1,4,4,0,True,True,True,True,True,True,True,False,Semi-Furnished,12875457.631157907
Pune,Viman Nagar,2,1106,2,2,4,7,True,False,True,True,True,False,False,True,Semi-Furnished,10675516.761373915
Delhi,Saket,2,1059,2,1,4,7,True,True,True,True,True,False,True,True,Fully Furnished,15678646.231907701
Bangalore,Koramangala,3,2077,2,5,40,21,True,True,True,False,True,True,False,True,Unfurnished,20745399.387025118
Hyderabad,Gachibowli,2,804,2,3,10,0,True,True,True,True,False,True,False,True,Semi-Furnished,7634953.2852869015
Bangalore,Whitefield,2,972,2,14,15,16,True,True,True,True,True,False,True,True,Unfurnished,7653467.352993602
Delhi,Rohini,2,822,1,37,40,15,False,False,True,True,False,False,True,False,Semi-Furnished,6535621.471867217
Mumbai,Powai,1,546,1,15,15,15,False,True,True,True,False,False,False,True,Semi-Furnished,10412310.591369597
Hyderabad,Gachibowli,2,1017,2,3,10,22,True,True,True,True,False,False,False,False,Semi-Furnished,6931046.653018889
Delhi,Saket,4,3058,4,1,4,18,True,False,True,True,True,True,False,True,Unfurnished,43370991.04287976
Hyderabad,Kukatpally,3,1237,3,8,10,12,False,True,False,True,True,False,False,True,Semi-Furnished,8222841.108452391
Hyderabad,Banjara Hills,2,1116,1,2,15,6,True,True,True,True,True,False,False,False,Unfurnished,12897194.736428812
Hyderabad,Banjara Hills,3,2037,2,7,15,11,True,True,True,True,False,False,True,True,Unfurnished,20616914.84027708
Pune,Hinjewadi,2,1111,2,4,4,10,True,False,True,True,True,True,True,True,Semi-Furnished,9214481.256034805
Hyderabad,Madhapur,5,4659,5,13,15,4,True,True,True,True,False,True,True,True,Unfurnished,46940480.87867729
Bangalore,Indiranagar,2,850,1,1,4,7,True,False,True,True,False,True,True,False,Semi-Furnished,11374385.363535758
Bangalore,Whitefield,3,2116,3,1,4,13,False,False,True,True,False,False,False,True,Semi-Furnished,18810725.96672246
Mumbai,Bandra,3,1532,2,3,10,0,True,True,True,True,True,True,True,True,Semi-Furnished,51523969.61376958
Bangalore,Indiranagar,2,776,2,38,40,0,True,True,True,True,False,True,True,False,Unfurnished,11033054.173201337
Bangalore,Whitefield,2,798,2,3,15,6,True,True,False,True,True,True,False,True,Unfurnished,7936709.837572636
Delhi,Vasant Kunj,2,885,2,2,10,21,False,True,True,True,False,False,False,True,Unfurnished,11019113.395476572
Hyderabad,Gachibowli,2,977,3,10,40,6,True,True,True,True,True,False,True,True,Semi-Furnished,9086508.983051714
Hyderabad,Gachibowli,1,636,1,8,25,5,False,True,True,True,True,False,True,True,Semi-Furnished,5134756.081649643
Hyderabad,Madhapur,3,1624,3,6,10,12,True,True,True,True,False,True,False,False,Semi-Furnished,13759449.771989025
Bangalore,HSR Layout,1,448,1,3,15,21,False,True,True,True,True,False,True,True,Semi-Furnished,3907129.201830013
Bangalore,HSR Layout,2,986,2,2,4,2,False,True,False,False,True,True,False,True,Semi-Furnished,11568279.901195722
Pune,Baner,2,1025,1,8,10,10,True,True,True,True,True,False,False,True,Unfurnished,7973187.650029584
Bangalore,Whitefield,2,1048,1,3,4,1,True,True,True,True,True,False,False,True,Unfurnished,10275458.639634505
Mumbai,Andheri,2,1165,2,5,25,5,True,True,True,True,True,False,True,False,Fully Furnished,25244063.721552357
Bangalore,HSR Layout,3,2108,2,4,4,8,True,False,False,True,False,False,True,True,Unfurnished,20286908.037232123
Hyderabad,Kukatpally,3,1414,3,9,15,16,True,True,True,True,False,True,True,False,Semi-Furnished,9113719.81834738
Hyderabad,Madhapur,2,987,1,6,40,2,False,True,False,True,False,False,True,True,Semi-Furnished,9594653.501423392
Bangalore,HSR Layout,2,1373,1,4,4,0,True,False,True,True,False,True,False,True,Unfurnished,15092493.396284385
Mumbai,Borivali,3,1380,3,7,25,17,True,True,False,False,False,True,True,True,Semi-Furnished,19299110.928931292
Mumbai,Bandra,2,1092,2,25,40,16,True,True,True,True,True,True,False,True,Semi-Furnished,29080032.793652732
Delhi,Saket,2,914,1,1,10,0,True,True,True,True,True,False,False,False,Semi-Furnished,14332892.150812702
Hyderabad,Madhapur,3,1470,3,15,15,12,True,True,False,True,True,False,False,False,Unfurnished,12225914.29455808
Hyderabad,Gachibowli,1,585,1,1,4,3,True,False,True,True,False,True,False,True,Unfurnished,5044951.244707286
Mumbai,Bandra,3,1858,2,8,15,34,True,False,True,True,True,False,True,False,Fully Furnished,39694846.366044484
Mumbai,Bandra,1,300,1,2,10,21,True,True,True,True,True,False,False,True,Unfurnished,6741041.017529341
Bangalore,Koramangala,2,1055,2,8,15,23,False,True,False,True,True,False,True,False,Semi-Furnished,11164668.983624266
Mumbai,Powai,1,642,1,25,40,11,True,True,True,True,False,False,False,True,Semi-Furnished,14736811.290860806
Pune,Baner,3,1536,2,2,4,10,False,False,False,True,False,False,False,False,Semi-Furnished,11565090.699401539
Mumbai,Borivali,4,2135,3,22,25,1,False,True,False,True,True,False,True,True,Semi-Furnished,39542716.06247771
Pune,Baner,2,1273,1,4,4,7,True,True,True,True,True,False,False,True,Semi-Furnished,11544833.934691902
Pune,Kothrud,1,566,1,9,10,13,False,True,True,True,False,False,True,False,Unfurnished,3802481.739036088
Bangalore,Indiranagar,2,973,2,3,4,0,False,True,True,True,False,True,True,True,Unfurnished,14183816.214909231
Delhi,Vasant Kunj,2,1003,1,4,4,3,False,False,True,True,True,False,True,True,Semi-Furnished,15779171.049729561
Mumbai,Borivali,2,732,1,2,10,5,True,True,False,True,True,False,True,False,Unfurnished,11628155.77424888
Mumbai,Borivali,3,1454,3,7,10,16,False,True,False,True,True,False,False,True,Semi-Furnished,19608913.36154406
Mumbai,Bandra,2,1063,1,22,25,9,False,True,True,True,True,False,False,False,Fully Furnished,30046122.44041121
Delhi,Saket,2,1038,2,7,10,14,True,True,True,True,False,True,False,True,Fully Furnished,15448128.194775647
Pune,Viman Nagar,2,1283,2,18,40,14,False,True,True,True,True,True,True,False,Semi-Furnished,11619428.88752248
Bangalore,Koramangala,1,665,1,4,4,22,False,False,False,True,False,False,True,True,Semi-Furnished,6211375.046469154
Bangalore,Koramangala,4,4048,3,6,10,6,True,True,True,True,False,False,False,False,Unfurnished,45171294.44336881
Pune,Baner,2,717,1,1,4,12,False,True,True,True,True,True,True,True,Semi-Furnished,5537737.274700511
Mumbai,Bandra,3,1785,3,1,4,6,False,False,True,True,True,False,False,True,Unfurnished,51148526.782786064
Pune,Hinjewadi,2,972,1,1,15,7,True,True,True,True,False,True,True,False,Semi-Furnished,7577516.85532401
Pune,Hinjewadi,3,1507,3,2,25,0,True,False,True,True,True,True,False,True,Fully Furnished,14472079.352499045
Pune,Hinjewadi,2,605,1,2,10,16,True,True,True,True,True,False,False,True,Semi-Furnished,3848609.2269854974
Mumbai,Powai,2,847,1,7,10,15,True,True,True,True,True,True,False,True,Unfurnished,16134443.005717263
Delhi,Rohini,4,1909,4,14,40,0,True,False,True,True,False,True,False,True,Semi-Furnished,19631026.756075922
Pune,Hinjewadi,2,896,2,27,40,0,False,True,True,True,False,False,True,True,Unfurnished,6848145.121210488
Pune,Baner,1,425,1,10,10,30,False,True,True,True,False,False,True,True,Unfurnished,2294881.9037226555
Pune,Kothrud,2,1082,1,4,4,16,True,False,True,True,True,True,False,True,Semi-Furnished,8342113.042040499
Mumbai,Powai,3,1339,2,3,40,20,True,False,True,True,True,True,True,True,Semi-Furnished,28378244.7917128
Pune,Kothrud,4,2324,4,2,15,1,True,True,True,True,True,False,True,True,Semi-Furnished,21943411.33303623
Bangalore,Whitefield,3,1620,2,5,10,6,True,True,True,True,True,True,False,True,Fully Furnished,18399114.896041304
Hyderabad,Kukatpally,2,1076,1,10,10,5,True,True,True,True,False,False,False,True,Semi-Furnished,8072337.66135653
